scatter0_x,scatter0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y,scatter4_x,scatter4_y,scatter5_x,scatter5_y
,,-0.05751365,-0.046114184,,,3.7310636,3.891128,,,,
,,1.7171048,-0.013381498,,,4.8245225,0.5512185,,,,
,,2.2011998,-0.60468,,,3.141188,0.31128827,,,,
,,1.8509457,-2.6566668,,,3.2531521,0.36670077,,,,
,,4.6906204,-1.099194,,,3.5103443,0.39334384,,,,
,,4.0466933,-0.9245643,,,3.3996384,0.28163156,,,,
,,3.8955913,-0.9050025,,,3.6759443,0.41985384,,,,
,,3.3093107,-0.21698932,,,3.807243,0.472155,,,,
,,1.8603361,3.5079916,,,4.1124363,0.44940856,,,,
,,0.9235732,-4.0374336,,,2.9100077,0.18235458,,,,
,,-0.032153025,-1.9232743,,,1.5777749,2.4842553,,,,
,,-1.7768902,-2.9316342,,,2.6408749,2.1723995,,,,
,,-1.5545096,-3.2082138,,,3.0891945,1.2090013,,,,
,,-1.300712,-3.4065342,,,1.5822514,2.4962723,,,,
,,-1.146087,-3.3853192,,,2.6929736,2.2867846,,,,
,,-1.0417383,-3.2848861,,,3.125739,1.3230679,,,,
,,0.26545015,-3.367299,,,1.7482963,3.282357,,,,
,,-0.9246718,-3.1913035,,,3.0257092,3.0809863,,,,
,,2.2118201,-2.5474777,,,3.449667,1.7293216,,,,
,,0.99540377,-1.7530626,,,3.429727,2.7332404,,,,
,,-2.807239,-0.35219675,,,3.700612,1.5984724,,,,
,,-8.472084,-0.42274225,,,2.3937047,2.436925,,,,
,,0.69793284,1.0418587,,,3.1940331,2.209359,,,,
,,1.0998733,1.534434,,,3.5031304,1.3343151,,,,
,,2.655433,1.5005988,,,2.9779205,1.4558097,,,,
,,2.1047273,1.3547572,,,3.8891547,1.4758079,,,,
,,2.1265247,1.3212414,,,4.0217924,0.9518217,,,,
,,2.1142128,0.95095235,,,2.301419,3.0341995,,,,
,,2.1841578,0.8451667,,,2.578162,3.117645,,,,
,,2.777982,0.43452471,,,3.5265293,2.9377184,,,,
,,2.5530472,0.4225363,,,4.915159,2.105019,,,,
,,1.8809847,-0.40193057,,,4.81907,1.9954752,,,,
,,1.0067011,-3.3195252,,,-6.9375954,0.29349357,,,,
,,3.1227658,-3.3625722,,,3.7909324,1.7094163,,,,
,,3.1230924,-3.3627546,,,5.229963,2.0492396,,,,
,,1.202875,-2.8440266,,,5.8411684,1.0308148,,,,
,,0.90883964,-3.3052545,,,3.0916698,2.9234548,,,,
,,0.7190336,-3.2029893,,,3.8900561,2.6753633,,,,
,,0.8258492,-3.2706847,,,4.020664,1.6257267,,,,
,,0.12893665,3.7493427,,,0.4852517,5.0489182,,,,
,,0.6685148,-3.1380742,,,1.6909308,4.3246474,,,,
,,1.8936107,-2.3976882,,,5.352112,2.2825418,,,,
,,1.1398294,-2.8690147,,,4.7870183,0.16951622,,,,
,,1.1224883,-2.6898584,,,3.7095335,2.4970045,,,,
,,0.9705148,-2.3632789,,,4.806587,1.0290908,,,,
,,0.8111067,-2.297824,,,4.4442124,2.5828948,,,,
,,1.1749963,-2.8317323,,,4.149959,2.3852189,,,,
,,1.5028547,-2.1898143,,,3.725711,2.3178246,,,,
,,-0.6019571,0.96364284,,,3.880534,2.415341,,,,
,,-1.7026846,1.1017607,,,5.801356,0.5765377,,,,
,,-1.7095631,-2.3032846,,,4.6877933,2.0615137,,,,
,,-1.037923,0.6061215,,,5.4264154,2.326628,,,,
,,-1.403824,1.6990165,,,4.481832,2.4524171,,,,
,,-2.5594485,1.6583254,,,2.6936102,-2.2069345,,,,
,,-0.97129357,-0.7503784,,,2.0569544,-2.3952403,,,,
,,-2.4730914,1.7533592,,,1.468803,-2.4937842,,,,
,,0.059515014,-4.3475213,,,0.06648879,-2.3583674,,,,
,,0.045534924,1.2419031,,,-0.2061283,-2.259018,,,,
,,-1.1198943,1.8266454,,,-2.8849041,0.37783235,,,,
,,-2.2082324,2.266728,,,3.0799453,-2.049456,,,,
,,-0.2690415,1.1677675,,,3.367292,-1.90282,,,,
,,0.9036322,-3.699461,,,-9.249459,-2.9144692,,,,
,,-2.3873641,-0.64909995,,,-9.88347,-2.480409,,,,
,,-1.0746409,0.49097592,,,-7.202623,-0.124347724,,,,
