scatter0_x,scatter0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y
,,3.1227658,-3.3625722,2.655433,1.5005988,4.8730464,-0.28187686
,,3.1230924,-3.3627546,2.1047273,1.3547572,4.856273,-0.3294456
,,1.202875,-2.8440266,2.1265247,1.3212414,3.1238475,-1.6038487
,,0.90883964,-3.3052545,2.1142128,0.95095235,4.8271394,-0.8442631
,,0.7190336,-3.2029893,2.1841578,0.8451667,4.8113194,-0.8935864
,,0.8258492,-3.2706847,2.777982,0.43452471,4.794746,-0.9427671
,,0.12893665,3.7493427,2.5530472,0.4225363,4.2877407,0.30256572
,,0.6685148,-3.1380742,3.367292,-1.90282,3.4191332,3.3112705
,,1.8936107,-2.3976882,0.25653616,-1.7792511,4.202136,1.9342222
,,1.1398294,-2.8690147,3.1960459,-2.0985265,4.0845757,1.9467033
,,1.1224883,-2.6898584,2.3447466,-3.2856176,4.078156,1.9044676
,,0.9705148,-2.3632789,2.1267893,-3.3903117,3.9522731,2.0502427
,,0.8111067,-2.297824,2.2150357,-3.9782348,3.545669,0.56169415
,,1.1749963,-2.8317323,-1.1691413,1.7211986,3.5401368,0.5100538
,,1.5028547,-2.1898143,-0.061628934,-2.1560705,3.119984,0.4285198
,,-0.6019571,0.96364284,0.9594382,-0.33248076,2.5056024,-0.22619969
,,-1.7095631,-2.3032846,1.6468523,-1.2600085,1.8337883,0.11494145
,,-1.037923,0.6061215,2.0727847,-1.1040716,4.8245225,0.5512185
,,-0.97129357,-0.7503784,1.8201627,-0.27363858,4.810963,0.22576775
,,-2.4340088,-3.0672493,-0.5844156,-2.2239377,4.820917,0.10368214
,,0.059515014,-4.3475213,-0.10603823,-2.047751,5.0464277,0.21279109
,,0.045534924,1.2419031,2.3071077,-1.0281136,-0.5448935,0.19305891
,,-2.2082324,2.266728,1.7789251,-2.2554429,-1.5293084,0.19943304
,,-2.3873641,-0.64909995,-2.5594485,1.6583254,0.06898294,-0.9632054
,,-1.0746409,0.49097592,-2.4730914,1.7533592,-0.05751365,-0.046114184
,,-0.9130916,0.7715689,1.5396605,-3.5692313,2.2655354,-0.028309671
,,-1.1969508,-1.0011388,1.3995051,-3.8328705,3.141188,0.31128827
,,-1.0209237,0.5248587,2.5259988,-0.98512596,3.2531521,0.36670077
,,0.071104355,-4.325867,-0.89473444,2.0391707,3.5103443,0.39334384
,,-1.4447061,0.9017647,1.1258012,-1.5613521,3.3996384,0.28163156
,,-2.9210315,-3.2302837,-0.2690415,1.1677675,3.6759443,0.41985384
,,-1.3483937,-0.5545797,0.9036322,-3.699461,3.807243,0.472155
,,-2.5552223,-1.222462,1.8877083,-0.32552698,4.1124363,0.44940856
,,0.75199014,4.07201,-1.0595713,3.2437694,0.9494156,0.28920433
,,-0.90901285,3.682978,0.23115496,1.0103077,1.3504624,0.1734809
,,-0.02242543,-2.5637898,1.4553076,-0.30128357,1.5424587,-0.14511757
,,-0.8507227,-2.028094,1.5157714,-1.2388675,0.6588099,-2.3642442
,,1.031639,0.56605595,1.074124,-4.464113,3.856166,-2.327149
,,-1.4153637,-3.512606,-2.848819,1.3414353,2.9100077,0.18235458
,,-0.277164,3.1576033,1.7965788,1.6973978,1.5777749,2.4842553
,,-1.0370014,2.6744816,1.8152716,-0.3987071,2.6408749,2.1723995
,,-1.6473142,-2.9264047,1.8062431,1.6483339,3.0891945,1.2090013
,,-0.69768906,-1.0602905,1.1034881,0.9520585,1.5822514,2.4962723
,,-1.5310988,-1.6400253,1.8820882,1.342839,2.6929736,2.2867846
,,-0.6854187,-1.4695718,1.0485982,0.9262617,3.125739,1.3230679
,,-1.9798797,-3.7296722,0.9299698,0.95744216,1.7482963,3.282357
,,-0.8361326,-1.2791011,1.9040034,0.94647247,3.0257092,3.0809863
,,0.981183,0.45365864,1.8110081,1.5030904,3.449667,1.7293216
,,-1.3160173,-1.7977352,0.9929805,0.7628638,3.429727,2.7332404
,,-0.69768906,-1.0602905,0.56379837,-4.446361,3.700612,1.5984724
,,-1.6033182,-2.189195,2.6602564,-1.2875856,2.3937047,2.436925
,,-0.057115775,-3.635449,1.7815287,0.95930684,3.1940331,2.209359
,,-4.516381,1.1556921,1.8464863,-0.92957497,3.5031304,1.3343151
,,-7.7132854,-0.25073853,2.0028775,-1.2964803,2.9779205,1.4558097
,,-10.015643,-3.8227005,1.1044548,4.705778,3.8891547,1.4758079
