line0_x,line0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y,scatter4_x,scatter4_y
,,19.299999237060547,19.104963302612305,30.399999618530273,25.593746185302734,65.5,64.14994812011719,112.0,104.74769592285156
,,20.0,18.166751861572266,33.70000076293945,26.666006088256836,69.19999694824219,66.14156341552734,132.0,90.9090576171875
,,20.0,18.43085479736328,31.200000762939453,19.25466537475586,43.70000076293945,49.76963806152344,121.3000030517578,62.747798919677734
,,34.400001525878906,35.00328826904297,31.5,19.24744033813477,68.4000015258789,58.86109924316406,110.4000015258789,51.85275650024414
,,28.100000381469727,19.584217071533203,31.0,19.25466537475586,43.5,31.90444564819336,116.0,48.98614501953125
,,29.100000381469727,23.478435516357425,31.5,32.953529357910156,34.29999923706055,34.31675720214844,117.0,65.83872985839844
,,31.399999618530273,19.492090225219727,32.0,20.78799819946289,38.20000076293945,39.387184143066406,46.099998474121094,45.56962585449219
,,,,29.899999618530273,35.506492614746094,45.20000076293945,49.73683166503906,58.849998474121094,45.89516067504883
,,,,35.5,20.98571014404297,34.70000076293945,49.69080352783203,112.5999984741211,53.32073974609375
,,,,34.5,20.95508575439453,71.9000015258789,68.93377685546875,60.20000076293945,33.14186096191406
,,,,32.0,20.82774353027344,67.5999984741211,62.923065185546875,118.0,87.87422180175781
,,,,46.20000076293945,23.520484924316406,66.9000015258789,58.93364715576172,132.60000610351562,49.3118782043457
,,,,86.0,26.542503356933594,108.5,73.56961059570312,136.39999389648438,60.74549102783203
,,,,66.0,25.17494201660156,94.3000030517578,68.47640991210938,142.0,69.52392578125
,,,,47.0,23.943193435668945,81.19999694824219,64.13287353515625,128.1999969482422,68.92481994628906
,,,,47.439998626708984,45.90541076660156,67.19999694824219,60.59809875488281,123.0,64.39875030517578
,,,,43.5,38.70846939086914,71.86000061035156,70.16737365722656,121.3000030517578,60.2489013671875
,,,,43.599998474121094,38.83382797241211,100.0999984741211,73.3954086303711,117.0,74.67719268798828
,,,,43.79999923706055,38.96491622924805,86.80000305175781,64.00581359863281,110.0,86.57678985595703
,,,,43.5,38.89863586425781,70.0999984741211,60.490264892578125,94.0,84.52460479736328
,,,,123.0,29.490692138671875,126.6999969482422,82.66886901855469,74.0,75.7992172241211
